	NotOutlier_PAM50_LumB_LumB	NotOutlier_PAM50_LumB_not-LumB	Outliers_PAM50_LumB_LumB	Outliers_PAM50_LumB_not-LumB	fisherp_PAM50_LumB_LumB	fisherp_PAM50_LumB_not-LumB	fisherFDR_PAM50_LumB_not-LumB	fisherFDR_PAM50_LumB_LumB
NP_001188267	386.0	869.0	16.0	46.0		0.4807914124535231	0.6256323400545845	
NP_001191354	166.0	388.0	11.0	29.0		0.8586262392787998	0.9255133737831333	
NP_001191397	270.0	593.0	9.0	43.0		0.042527217559678886	0.1446269427521682	
NP_001193723	222.0	495.0	11.0	29.0		0.7270355298309219	0.8252118605015208	
NP_001193937	676.0	1483.0	23.0	66.0		0.2951772465495818	0.48062891977444994	
NP_001230685	353.0	804.0	11.0	31.0		0.6120043861905005	0.7238081180021771	
NP_001231931	375.0	827.0	6.0	40.0		0.008339305192856344	0.05187047829956646	
NP_001245303	465.0	1027.0	8.0	34.0		0.1259028717315072	0.3059565506807928	
NP_001263206	236.0	538.0	12.0	33.0		0.7387208239321369	0.8348496252691439	
NP_001264	500.0	1102.0	18.0	67.0		0.05362377784050887	0.17249644104143894	
NP_001408	365.0	811.0	8.0	52.0		0.0035114726788111096	0.03277905509124353	
NP_001420	201.0	456.0	7.0	30.0		0.14421395577614182	0.327376206177957	
NP_001446	268.0	579.0	8.0	25.0		0.4469578105732538	0.6017483943215668	
NP_001511	254.0	567.0	9.0	49.0		0.011642055769727884	0.059355399088284785	
NP_001524	89.0	181.0	7.0	22.0		0.40607109930181773	0.5740368721948423	
NP_001611	4374.0	9868.0	63.0	253.0		2.4416225905708614e-05	0.001265574376112563	
NP_001640	440.0	972.0	22.0	75.0		0.08769290159329013	0.24009912257657995	
NP_001894	339.0	797.0	10.0	34.0		0.40002833012858374	0.5703300105243594	
NP_001931	269.0	615.0	17.0	53.0		0.34286304404457435	0.525272939398338	
NP_001978	360.0	870.0	15.0	42.0		0.7656879965953518	0.8501346248864923	
NP_002105	393.0	844.0	9.0	31.0		0.2318584990695841	0.4152917265490264	
NP_002130	421.0	893.0	10.0	55.0		0.0037992009057260306	0.03277905509124353	
NP_002264	564.0	1292.0	13.0	34.0		0.7503568220666419	0.8394279556213152	
NP_002364	978.0	2288.0	11.0	69.0		0.0011503940347799492	0.01490718936735684	
NP_002366	885.0	2060.0	42.0	115.0		0.42097380000267337	0.5854101193183828	
NP_002473	281.0	624.0	10.0	31.0		0.48889387626003866	0.6335249813203001	
NP_002826	370.0	864.0	21.0	58.0		0.6119858756583387	0.7238081180021771	
NP_002964	361.0	840.0	13.0	40.0		0.4453637395931779	0.6017483943215668	
NP_003061	177.0	391.0	10.0	32.0		0.3873775071941735	0.5603460685459906	
NP_003119	548.0	1233.0	15.0	51.0		0.17573057751103893	0.3717837388158715	
NP_003248	670.0	1599.0	21.0	60.0		0.5364211577635041	0.6590805041115143	
NP_003283	328.0	739.0	6.0	25.0		0.23439356502947556	0.4152917265490264	
NP_003473	670.0	1528.0	22.0	63.0		0.4016150234882145	0.5703300105243594	
NP_003600	367.0	759.0	10.0	58.0		0.001782823926032795	0.02132531696139228	
NP_003602	248.0	554.0	4.0	29.0		0.019919315433090005	0.09386222878319685	
NP_003613	362.0	846.0	16.0	43.0		0.7708616212797132	0.8501346248864923	
NP_003617	334.0	775.0	7.0	46.0		0.008021094039845385	0.050909392783508464	
NP_003642	169.0	382.0	4.0	30.0		0.01927849837100249	0.09224019989818115	
NP_003709	344.0	795.0	13.0	40.0		0.44450316126382927	0.6017483943215668	
NP_003760	145.0	308.0	6.0	19.0		0.5099239970176938	0.6475336365817024	
NP_003886	178.0	398.0	6.0	24.0		0.22922903061766234	0.4152917265490264	
NP_003904	491.0	1134.0	16.0	75.0		0.00923493572750328	0.055983881196739936	
NP_003913	189.0	411.0	4.0	25.0		0.061132597810502926	0.18766709437639392	
NP_004229	244.0	529.0	12.0	35.0		0.4225362222202288	0.5854101193183828	
NP_004371	161.0	372.0	8.0	23.0		0.6903314384666814	0.7951595457893997	
NP_004437	251.0	557.0	10.0	29.0		0.5948521595598528	0.7198405510627013	
NP_004482	426.0	949.0	6.0	25.0		0.23635574147645552	0.4152917265490264	
