gene	TCGA-AO-A12D	TCGA-BH-A18Q	TCGA-C8-A130	TCGA-C8-A138	TCGA-E2-A154	TCGA-C8-A12L	TCGA-A2-A0EX	TCGA-AN-A04A	TCGA-BH-A0AV	TCGA-C8-A12T	TCGA-A8-A06Z	TCGA-A2-A0CM	TCGA-BH-A18U	TCGA-A2-A0EQ	TCGA-AR-A0U4	TCGA-AO-A0J9	TCGA-AR-A1AP	TCGA-AN-A0FK	TCGA-AO-A0J6	TCGA-A7-A13F	TCGA-BH-A0E1	TCGA-A7-A0CE	TCGA-A2-A0YC	TCGA-AO-A0JC	TCGA-A8-A08Z	TCGA-AR-A0TX	TCGA-A8-A076	TCGA-AO-A126	TCGA-BH-A0C1	TCGA-A2-A0EY	TCGA-AR-A1AW	TCGA-AR-A1AV	TCGA-C8-A135	TCGA-A2-A0EV	TCGA-AN-A0AM	TCGA-D8-A142	TCGA-AN-A0FL	TCGA-BH-A0DG	TCGA-AR-A0TV	TCGA-C8-A12Z	TCGA-AO-A0JJ	TCGA-AO-A0JE	TCGA-AN-A0AJ	TCGA-A7-A0CJ	TCGA-AO-A12F	TCGA-A8-A079	TCGA-A2-A0T3	TCGA-A2-A0YD	TCGA-AR-A0TR	TCGA-AO-A03O	TCGA-AO-A12E	TCGA-A8-A06N	TCGA-A2-A0YG	TCGA-BH-A18N	TCGA-AN-A0AL	TCGA-A2-A0T6	TCGA-E2-A158	TCGA-AO-A0JM	TCGA-C8-A12V	TCGA-A2-A0D2	TCGA-C8-A12U	TCGA-AR-A1AS	TCGA-A8-A09G	TCGA-C8-A131	TCGA-C8-A134	TCGA-A2-A0YF	TCGA-BH-A0DD	TCGA-BH-A0E9	TCGA-AR-A0TT	TCGA-AO-A12B	TCGA-A2-A0SW	TCGA-AO-A0JL	TCGA-BH-A0BV	TCGA-A2-A0YM	TCGA-BH-A0C7	TCGA-A2-A0SX	row_iqr	row_median	row_medPlus	row_medMinus
NP_057421	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15384615384615385	0.0	0.07142857142857142	0.0	0.0	0.08333333333333333	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.15384615384615385	0.0	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.07142857142857142	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.18181818181818182	0.07692307692307693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NP_057423	0.0	0.0	0.0			0.0	0.0	0.0	0.0													0.0	0.0																																			0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0
NP_057424	0.0	0.0	0.06666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07692307692307693	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2727272727272727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NP_057425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0											0.0	0.0			0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0			0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0
NP_057427	0.0	0.0	0.0	0.0	0.07692307692307693	0.0	0.5454545454545454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18181818181818182	0.09090909090909091	0.0	0.0	0.058823529411764705	0.0	0.0	0.1111111111111111	0.0	0.1111111111111111	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.08333333333333333	0.0	0.06666666666666667	0.0	0.0	0.0	0.0	0.0625	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.17647058823529413	0.0	0.0	0.0	0.1	0.0	0.07142857142857142	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.07142857142857142	0.0	0.07142857142857142	0.05	0.0	0.0	0.0	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NP_057437								0.0	0.0		0.0	0.0																														0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0															0.0	0.0	0.0	0.0
NP_057438						0.0	1.0																																																0.0																						0.0	0.0	0.0	0.0
NP_057439	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NP_057440		0.0	0.0			0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0
NP_057441				0.0	0.0	0.0	0.0	0.0	0.0							0.0											0.0	0.0	0.0	0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						0.0	0.0	0.0	0.0							0.0	0.0	0.0									0.0	0.0	0.0	0.0
NP_057443																				0.0	1.0										0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0							0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0															0.0	0.0	0.0	0.0
NP_057444																	0.0	0.0	0.0																																				0.0			0.0	0.0	0.0	0.0	0.0															0.0	0.0	0.0	0.0
NP_057452	0.0												0.0	0.0																																0.0																		0.0					0.5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NP_057454								0.0	0.0						0.0		0.0	0.0	0.0					0.0	0.0	0.0																							0.0	0.0	0.0	0.0								0.0	0.0	0.0															0.0	0.0	0.0	0.0
NP_057455	0.0												0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5			0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	1.0	0.0			0.0	0.0				0.0	0.0					0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0							0.0	0.0	0.0	0.0
NP_057457	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.5		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NP_057461		0.0	0.0																																																																										0.0	0.0	0.0	0.0
NP_057465		0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.0	0.0	0.0		0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0			0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0
NP_057475		0.0	0.0			0.0	0.0	0.0	0.0				0.0	0.0	0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						0.0	0.0			0.0	0.0						0.0	0.0	0.0	0.0		0.0				0.0	0.0							0.0	0.0	0.0	0.0
NP_057479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
NP_057480	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0
NP_057484	0.0	0.0	0.0												0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0				1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0
NP_057487																													0.0	0.0							0.0	0.0	0.0	0.0	0.0					0.0	0.0	0.0																					0.5	0.0							0.0	0.0	0.0	0.0
NP_057488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.5	1.0	1.0	1.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NP_057491	0.0			0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	1.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0					0.0	0.0							0.0	0.0	0.0	0.0
NP_057494	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NP_057506																																														0.0																															0.0	0.0	0.0	0.0
NP_057507	0.0	0.1111111111111111	0.0	0.0	0.0	0.3333333333333333	0.0	0.16666666666666666	0.0	0.0	0.2	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.125	0.0	0.2	0.0	0.0	0.16666666666666666	0.16666666666666666	0.25	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	0.2	0.0	0.0	0.16666666666666666	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NP_057508	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.3333333333333333	0.0							0.0	0.0	0.0	0.0
NP_057510	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0
NP_057512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NP_057520	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.3333333333333333			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.5		0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0
NP_057521		0.0	0.0			0.0	0.0	0.0	0.0				0.0	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0						0.0	0.0	0.0	1.0	0.0				0.0	0.0				0.0	0.0			0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NP_057524	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.25	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.4	0.0	0.0	0.0	0.4	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0
NP_057525																																																								0.0	0.0																				0.0	0.0	0.0	0.0
NP_057526																																																																																
NP_057529				0.0	0.0																										0.0	0.0	0.0									0.0	0.0										0.0	0.0	0.0																						0.0	0.0	0.0	0.0
NP_057531		0.0	0.0							0.0												0.0	0.0				0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NP_057532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	0.0	0.5	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0
NP_057535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0
NP_057537	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
NP_057538		0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	1.0	0.0	0.0			0.0	0.0	0.0				0.0	0.0	0.0	0.0	1.0								0.0	0.0					0.0			0.0	0.0	0.0	0.0	0.0							0.0	0.0							0.0	0.0	0.0	0.0
NP_057540	0.0	0.0	0.0	0.0	0.0			0.0	0.0								0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0
NP_057541	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.18181818181818182	0.09090909090909091	0.07692307692307693	0.07692307692307693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07692307692307693	0.0	0.07692307692307693	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.08333333333333333	0.1	0.1	0.0	0.0	0.125	0.21428571428571427	0.35714285714285715	0.0	0.0	0.07142857142857142	0.0	0.0	0.16666666666666666	0.0	0.2727272727272727	0.07692307692307693	0.0	0.0	0.0	0.16666666666666666	0.08333333333333333	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18181818181818182	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.0
NP_057547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0
NP_057548	0.0	0.0	0.0																																											0.0					0.0	0.0			0.0									0.0													0.0	0.0	0.0	0.0
NP_057550		0.0	0.0																	0.0	0.0	0.0	0.0																			0.0	0.0										0.0	0.0						0.0	0.0	1.0									0.0	0.0	0.0				0.0	0.0	0.0	0.0
NP_057554	0.0	0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0						0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0
NP_057562	0.0	0.14285714285714285	0.0	0.07142857142857142	0.07142857142857142	0.0	0.0	0.15384615384615385	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07692307692307693	0.0	0.0	0.07692307692307693	0.2	0.2	0.2	0.0	0.0	0.0	0.07142857142857142	0.0	0.13333333333333333	0.13333333333333333	0.15384615384615385	0.07692307692307693	0.07692307692307693	0.0	0.0	0.0	0.375	0.0	0.0625	0.0625	0.0	0.0625	0.0	0.0	0.3333333333333333	0.06666666666666667	0.0	0.0	0.07692307692307693	0.0	0.07692307692307693	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0
NP_057569	0.0			0.0	0.0	0.0	0.0										0.0	0.0	0.0															0.0	0.0	0.0	0.0	0.0									0.0	0.0					0.0	0.0										0.0					0.0	0.0							0.0	0.0	0.0	0.0
NP_057572	0.0	0.0	0.0	0.1111111111111111	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.0	0.625	0.0	0.0	0.0	0.0	0.0	0.0	0.42857142857142855	0.16666666666666666	0.0	0.3333333333333333	0.0	0.09090909090909091	0.09090909090909091	0.7272727272727273	0.0	0.0	0.07142857142857142	0.0	0.1	0.0	0.0	0.8571428571428571	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	0.0	0.0	0.0	0.08333333333333333	0.08333333333333333	0.25	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.75	0.25	0.0	0.0	0.0	0.0
NP_057578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0																					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0					0.0			0.0	0.0					0.0					0.0	0.0							0.0	0.0	0.0	0.0
NP_057584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	1.0			0.0	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0
NP_057589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0
NP_057590		0.0	0.0					0.0	0.0						0.0	0.0																					0.0	0.0	0.0	0.0	0.0					0.0							0.0	0.0				0.0	0.0	0.0	0.0	0.0							0.0	0.0							0.0	0.0	0.0	0.0
NP_057591	0.0	0.041666666666666664	0.0	0.0	0.08695652173913043	0.0	0.043478260869565216	0.0	0.10344827586206896	0.375	0.1	0.0	0.0	0.0	0.0	0.041666666666666664	0.047619047619047616	0.0	0.047619047619047616	0.0	0.0	0.0	0.0	0.0	0.0	0.3125	0.0	0.047619047619047616	0.0	0.0	0.0	0.08333333333333333	0.041666666666666664	0.14285714285714285	0.07142857142857142	0.0	0.0	0.041666666666666664	0.038461538461538464	0.038461538461538464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.047619047619047616	0.0	0.0	0.0	0.0	0.0	0.04	0.08	0.0	0.0625	0.0	0.0	0.0	0.038461538461538464	0.07692307692307693	0.0	0.07692307692307693	0.0	0.043478260869565216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0
NP_057594											0.0	0.0																											0.0		0.0																																				0.0	0.0	0.0	0.0
NP_057600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
